timestamp,value,label,bdm0,bdm1,median,linapprox,FAR,,,,,,,,,,,,,
1397259000,46942,0,0,0,0,0,0,,,,,,,,,,,,,
1397259900,47728,0,0,0,0,0,0,,,,,,,,,,,,,
1397260800,48337,0,0,0,0,0,0,,,,,,,,,,,,,
1397261700,48553,0,0,0,0,0,0,,,,,,,,,,,,,
1397262600,48185,0,0,0,0,0,0,,,,,,,,,,,,,
1397263500,47866,0,0,0,0,0,0,,,,,,,,,,,,,
1397264400,48179,0,0,0,0,0,0,,,,,,,,,,,,,
1397265300,48082,0,0,0,0,0,0,,,,,,,,,,,,,
1397266200,47632,0,0,0,0,0,0,,,,,,,,,,,,,
1397267100,47644,0,0,0,0,0,0,,,,,,,,,,,,,
1397268000,48564,0,0,0,0,0,0,,,,,,,,,,,,,
1397268900,48181,0,0,0,0,0,0,,,,,,,,,,,,,
1397269800,48047,0,0,0,0,0,0,,,,,,,,,,,,,
1397270700,47263,0,0,0,0,0,0,,,,,,,,,,,,,
1397271600,48894,0,0,0,0,0,0,,,,,,,,,,,,,
1397272500,49392,0,0,0,0,0,0,,,,,,,,,,,,,
1397273400,48565,0,0,0,0,0,0,,,,,,,,,,,,,
1397274300,49368,0,0,0,0,0,0,,,,,,,,,,,,,
1397275200,49293,0,0,0,0,0,0,,,,,,,,,,,,,
1397276100,49204,0,0,0,0,0,0,,,,,,,,,,,,,
1397277000,49340,0,0,0,0,0,0,,,,,,,,,,,,,
1397277900,49584,0,0,0,0,0,0,,,,,,,,,,,,,
1397278800,50018,0,0,0,0,0,0,,,,,,,,,,,,,
1397279700,50517,0,0,0,0,0,0,,,,,,,,,,,,,
1397280600,50635,0,0,0,0,0,0,,,,,,,,,,,,,
1397281500,50024,0,0,0,1,0,0,,,,,,,,,,,,,
1397282400,44143,1,0,1,0,0,0,,,,,,,,,,,,,
1397283300,49100,0,0,1,0,1,0,,,,,,,,,,,,,
1397284200,49852,0,0,0,0,1,0,,,,,,,,,,,,,
1397285100,50017,0,0,0,0,0,0,,,,,,,,,,,,,
1397286000,49720,0,0,0,0,0,0,,,,,,,,,,,,,
1397286900,49572,0,0,0,0,0,0,,,,,,,,,,,,,
1397287800,50208,0,0,0,0,0,0,,,,,,,,,,,,,
1397288700,49484,0,0,0,0,0,0,,,,,,,,,,,,,
1397289600,49199,0,0,0,0,0,0,,,,,,,,,,,,,
1397290500,49809,0,0,0,0,0,0,,,,,,,,,,,,,
1397291400,49764,0,0,0,0,0,0,,,,,,,,,,,,,
